TableS4. Integrated SFTSV sequences for Strains annottated for all the three segments information,,,,,,,,,,,,,,,,,,
accession_L,length_L,collection_date_L,host_L,strain,country_original_L,segment_L,accession_M,length_M,collection_date_M,host_M,country_original_M,segment_M,accession_S,length,collection_date,host,country_original,segment
OM453037,6368,1/1/2013,Homo sapiens,13-China_Henan-423,China: Henan,L,MN510067,3378,1/1/2013,Homo sapiens,China,M,OM451662,1744,41275,Homo sapiens,China: Henan,S
OM453038,6368,1/1/2013,Homo sapiens,13-China_Henan-424,China: Henan,L,OM452344,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451663,1744,41275,Homo sapiens,China: Henan,S
OM453039,6368,1/1/2013,Homo sapiens,13-China_Henan-425,China: Henan,L,OM452345,3378,1/1/2013,Homo sapiens,China: Henan,M,MN510224,1744,41275,Homo sapiens,China,S
OM453040,6368,1/1/2013,Homo sapiens,13-China_Henan-428,China: Henan,L,OM452346,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451664,1744,41275,Homo sapiens,China: Henan,S
OM453041,6368,1/1/2013,Homo sapiens,13-China_Henan-429,China: Henan,L,OM452347,3378,1/1/2013,Homo sapiens,China: Henan,M,MN510225,1744,41275,Homo sapiens,China,S
OM453042,6368,1/1/2013,Homo sapiens,13-China_Henan-44,China: Henan,L,OM452348,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451665,1744,41275,Homo sapiens,China: Henan,S
OM453043,6368,1/1/2013,Homo sapiens,13-China_Henan-45,China: Henan,L,OM452349,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451666,1744,41275,Homo sapiens,China: Henan,S
MN509873,6368,1/1/2013,Homo sapiens,13-China_Henan-48,China,L,MN510068,3378,1/1/2013,Homo sapiens,China,M,OM451667,1744,41275,Homo sapiens,China: Henan,S
OM453044,6368,1/1/2013,Homo sapiens,13-China_Henan-50,China: Henan,L,OM452350,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451668,1744,41275,Homo sapiens,China: Henan,S
OM453045,6368,1/1/2013,Homo sapiens,13-China_Henan-52,China: Henan,L,OM452351,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451669,1744,41275,Homo sapiens,China: Henan,S
OM453046,6368,1/1/2013,Homo sapiens,13-China_Henan-53,China: Henan,L,OM452352,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451670,1744,41275,Homo sapiens,China: Henan,S
OM453047,6368,1/1/2013,Homo sapiens,13-China_Henan-54,China: Henan,L,OM452353,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451671,1744,41275,Homo sapiens,China: Henan,S
OM453048,6368,1/1/2013,Homo sapiens,13-China_Henan-55,China: Henan,L,OM452354,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451672,1744,41275,Homo sapiens,China: Henan,S
OM453049,6368,1/1/2013,Homo sapiens,13-China_Henan-60,China: Henan,L,OM452355,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451673,1744,41275,Homo sapiens,China: Henan,S
OM453050,6368,1/1/2013,Homo sapiens,13-China_Henan-62,China: Henan,L,OM452356,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451674,1744,41275,Homo sapiens,China: Henan,S
OM453051,6368,1/1/2013,Homo sapiens,13-China_Henan-65,China: Henan,L,OM452357,3378,1/1/2013,Homo sapiens,China: Henan,M,MN510207,1744,41275,Homo sapiens,China,S
OM453052,6368,1/1/2013,Homo sapiens,13-China_Henan-67,China: Henan,L,OM452358,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451675,1744,41275,Homo sapiens,China: Henan,S
OM453053,6368,1/1/2013,Homo sapiens,13-China_Henan-68,China: Henan,L,OM452359,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451676,1744,41275,Homo sapiens,China: Henan,S
OM453054,6368,1/1/2013,Homo sapiens,13-China_Henan-77,China: Henan,L,OM452360,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451677,1744,41275,Homo sapiens,China: Henan,S
OM453055,6368,1/1/2013,Homo sapiens,13-China_Henan-78,China: Henan,L,OM452361,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451678,1744,41275,Homo sapiens,China: Henan,S
OM453056,6368,1/1/2013,Homo sapiens,13-China_Henan-86,China: Henan,L,OM452362,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451680,1744,41275,Homo sapiens,China: Henan,S
OM453057,6368,1/1/2013,Homo sapiens,13-China_Henan-87,China: Henan,L,OM452363,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451681,1744,41275,Homo sapiens,China: Henan,S
OM453058,6368,1/1/2013,Homo sapiens,13-China_Henan-91,China: Henan,L,OM452364,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451682,1744,41275,Homo sapiens,China: Henan,S
OM453059,6368,1/1/2013,Homo sapiens,13-China_Henan-93,China: Henan,L,OM452365,3378,1/1/2013,Homo sapiens,China: Henan,M,OM451683,1744,41275,Homo sapiens,China: Henan,S
OM453060,6368,1/1/2013,Homo sapiens,13-China_Henan-94,China: Henan,L,OM452366,3378,1/1/2013,Homo sapiens,China: Henan,M,MN510208,1744,41275,Homo sapiens,China,S
MN509877,6368,1/1/2013,Homo sapiens,13-China_Hubei-113,China,L,MN510069,3378,1/1/2013,Homo sapiens,China,M,MN510209,1744,41275,Homo sapiens,China,S
MN509878,6368,1/1/2013,Homo sapiens,13-China_Hubei-124,China,L,MN510070,3378,1/1/2013,Homo sapiens,China,M,MN510210,1744,41275,Homo sapiens,China,S
MN509887,6368,1/1/2013,Homo sapiens,13-China_Hubei-252,China,L,OM452304,3378,1/1/2013,Homo sapiens,China: Hubei,M,OM451624,1744,41275,Homo sapiens,China: Hubei,S
MN509889,6368,1/1/2013,Homo sapiens,13-China_Hubei-256,China,L,MN510071,3378,1/1/2013,Homo sapiens,China,M,OM451627,1744,41275,Homo sapiens,China: Hubei,S
MN509894,6368,1/1/2013,Homo sapiens,13-China_Hubei-321,China,L,MN510073,3378,1/1/2013,Homo sapiens,China,M,MN510222,1744,41275,Homo sapiens,China,S
MN509874,6368,1/1/2013,Homo sapiens,13-China_Hubei-79,China,L,MN510075,3378,1/1/2013,Homo sapiens,China,M,OM451679,1744,41275,Homo sapiens,China: Hubei,S
OM453061,6368,1/1/2014,Homo sapiens,14-China_Henan-107,China: Henan,L,OM452367,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451684,1744,41640,Homo sapiens,China: Henan,S
OM453062,6368,1/1/2014,Homo sapiens,14-China_Henan-109,China: Henan,L,OM452368,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451685,1744,41640,Homo sapiens,China: Henan,S
OM453063,6368,1/1/2014,Homo sapiens,14-China_Henan-11,China: Henan,L,OM452369,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451686,1744,41640,Homo sapiens,China: Henan,S
OM453064,6368,1/1/2014,Homo sapiens,14-China_Henan-118,China: Henan,L,OM452370,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451687,1744,41640,Homo sapiens,China: Henan,S
OM453065,6368,1/1/2014,Homo sapiens,14-China_Henan-129,China: Henan,L,OM452371,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451688,1744,41640,Homo sapiens,China: Henan,S
OM453066,6368,1/1/2014,Homo sapiens,14-China_Henan-13,China: Henan,L,OM452372,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451689,1744,41640,Homo sapiens,China: Henan,S
OM453067,6368,1/1/2014,Homo sapiens,14-China_Henan-134,China: Henan,L,OM452373,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451690,1744,41640,Homo sapiens,China: Henan,S
OM453068,6368,1/1/2014,Homo sapiens,14-China_Henan-143,China: Henan,L,OM452374,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451691,1744,41640,Homo sapiens,China: Henan,S
OM453069,6368,1/1/2014,Homo sapiens,14-China_Henan-148,China: Henan,L,OM452375,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451692,1744,41640,Homo sapiens,China: Henan,S
OM453070,6368,1/1/2014,Homo sapiens,14-China_Henan-149,China: Henan,L,OM452376,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451693,1744,41640,Homo sapiens,China: Henan,S
OM453071,6368,1/1/2014,Homo sapiens,14-China_Henan-15,China: Henan,L,OM452377,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451694,1744,41640,Homo sapiens,China: Henan,S
OM453072,6368,1/1/2014,Homo sapiens,14-China_Henan-151,China: Henan,L,OM452378,3378,1/1/2014,Homo sapiens,China: Henan,M,MN510227,1744,41640,Homo sapiens,China,S
OM453073,6368,1/1/2014,Homo sapiens,14-China_Henan-152,China: Henan,L,OM452379,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451695,1744,41640,Homo sapiens,China: Henan,S
OM453074,6368,1/1/2014,Homo sapiens,14-China_Henan-172,China: Henan,L,OM452380,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451696,1744,41640,Homo sapiens,China: Henan,S
OM453075,6368,1/1/2014,Homo sapiens,14-China_Henan-174,China: Henan,L,OM452381,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451697,1744,41640,Homo sapiens,China: Henan,S
OM453076,6368,1/1/2014,Homo sapiens,14-China_Henan-175,China: Henan,L,OM452382,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451698,1744,41640,Homo sapiens,China: Henan,S
OM453077,6368,1/1/2014,Homo sapiens,14-China_Henan-177,China: Henan,L,OM452383,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451699,1744,41640,Homo sapiens,China: Henan,S
OM453078,6368,1/1/2014,Homo sapiens,14-China_Henan-178,China: Henan,L,OM452384,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451700,1744,41640,Homo sapiens,China: Henan,S
OM453079,6368,1/1/2014,Homo sapiens,14-China_Henan-189,China: Henan,L,OM452385,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451701,1744,41640,Homo sapiens,China: Henan,S
OM453080,6368,1/1/2014,Homo sapiens,14-China_Henan-191,China: Henan,L,OM452386,3378,1/1/2014,Homo sapiens,China: Henan,M,MN510228,1744,41640,Homo sapiens,China,S
OM453081,6368,1/1/2014,Homo sapiens,14-China_Henan-193,China: Henan,L,OM452387,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451702,1744,41640,Homo sapiens,China: Henan,S
OM453082,6368,1/1/2014,Homo sapiens,14-China_Henan-20,China: Henan,L,OM452388,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451703,1744,41640,Homo sapiens,China: Henan,S
OM453083,6368,1/1/2014,Homo sapiens,14-China_Henan-22,China: Henan,L,OM452389,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451704,1744,41640,Homo sapiens,China: Henan,S
OM453084,6368,1/1/2014,Homo sapiens,14-China_Henan-222,China: Henan,L,OM452390,3378,1/1/2014,Homo sapiens,China: Henan,M,MN510229,1744,41640,Homo sapiens,China,S
OM453085,6368,1/1/2014,Homo sapiens,14-China_Henan-236,China: Henan,L,OM452391,3378,1/1/2014,Homo sapiens,China: Henan,M,MN510230,1744,41640,Homo sapiens,China,S
OM453086,6368,1/1/2014,Homo sapiens,14-China_Henan-26,China: Henan,L,OM452392,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451705,1744,41640,Homo sapiens,China: Henan,S
OM453087,6368,1/1/2014,Homo sapiens,14-China_Henan-3,China: Henan,L,OM452393,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451706,1744,41640,Homo sapiens,China: Henan,S
OM453088,6368,1/1/2014,Homo sapiens,14-China_Henan-307,China: Henan,L,OM452394,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451707,1744,41640,Homo sapiens,China: Henan,S
OM453089,6368,1/1/2014,Homo sapiens,14-China_Henan-311,China: Henan,L,OM452395,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451708,1744,41640,Homo sapiens,China: Henan,S
OM453090,6368,1/1/2014,Homo sapiens,14-China_Henan-312,China: Henan,L,OM452396,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451709,1744,41640,Homo sapiens,China: Henan,S
MN509905,6368,1/1/2014,Homo sapiens,14-China_Henan-314,China,L,OM452397,3378,1/1/2014,Homo sapiens,China: Henan,M,MN510232,1744,41640,Homo sapiens,China,S
OM453091,6368,1/1/2014,Homo sapiens,14-China_Henan-316,China: Henan,L,OM452398,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451710,1744,41640,Homo sapiens,China: Henan,S
OM453092,6368,1/1/2014,Homo sapiens,14-China_Henan-320,China: Henan,L,OM452399,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451711,1744,41640,Homo sapiens,China: Henan,S
OM453093,6368,1/1/2014,Homo sapiens,14-China_Henan-326,China: Henan,L,OM452400,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451712,1744,41640,Homo sapiens,China: Henan,S
OM453094,6368,1/1/2014,Homo sapiens,14-China_Henan-337,China: Henan,L,OM452401,3378,1/1/2014,Homo sapiens,China: Henan,M,MN510233,1744,41640,Homo sapiens,China,S
OM453095,6368,1/1/2014,Homo sapiens,14-China_Henan-346,China: Henan,L,OM452402,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451713,1744,41640,Homo sapiens,China: Henan,S
OM453096,6368,1/1/2014,Homo sapiens,14-China_Henan-35,China: Henan,L,OM452403,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451714,1744,41640,Homo sapiens,China: Henan,S
OM453097,6368,1/1/2014,Homo sapiens,14-China_Henan-403,China: Henan,L,OM452404,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451715,1744,41640,Homo sapiens,China: Henan,S
OM453098,6368,1/1/2014,Homo sapiens,14-China_Henan-422,China: Henan,L,OM452405,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451716,1744,41640,Homo sapiens,China: Henan,S
MN509909,6368,1/1/2014,Homo sapiens,14-China_Henan-424,China,L,OM452406,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451717,1744,41640,Homo sapiens,China: Henan,S
OM453099,6368,1/1/2014,Homo sapiens,14-China_Henan-436,China: Henan,L,OM452407,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451718,1744,41640,Homo sapiens,China: Henan,S
OM453100,6368,1/1/2014,Homo sapiens,14-China_Henan-438,China: Henan,L,OM452408,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451719,1744,41640,Homo sapiens,China: Henan,S
OM453101,6368,1/1/2014,Homo sapiens,14-China_Henan-440,China: Henan,L,OM452409,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451720,1744,41640,Homo sapiens,China: Henan,S
OM453102,6368,1/1/2014,Homo sapiens,14-China_Henan-446,China: Henan,L,OM452411,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451722,1744,41640,Homo sapiens,China: Henan,S
MN509911,6368,1/1/2014,Homo sapiens,14-China_Henan-452,China,L,OM452412,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451723,1744,41640,Homo sapiens,China: Henan,S
OM453103,6368,1/1/2014,Homo sapiens,14-China_Henan-453,China: Henan,L,OM452413,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451724,1744,41640,Homo sapiens,China: Henan,S
OM453104,6368,1/1/2014,Homo sapiens,14-China_Henan-463,China: Henan,L,OM452414,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451725,1744,41640,Homo sapiens,China: Henan,S
OM453105,6368,1/1/2014,Homo sapiens,14-China_Henan-474,China: Henan,L,OM452415,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451726,1744,41640,Homo sapiens,China: Henan,S
OM453106,6368,1/1/2014,Homo sapiens,14-China_Henan-484,China: Henan,L,OM452416,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451727,1744,41640,Homo sapiens,China: Henan,S
MN509912,6368,1/1/2014,Homo sapiens,14-China_Henan-485,China,L,OM452417,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451728,1744,41640,Homo sapiens,China: Henan,S
OM453107,6368,1/1/2014,Homo sapiens,14-China_Henan-488,China: Henan,L,OM452418,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451729,1744,41640,Homo sapiens,China: Henan,S
OM453108,6368,1/1/2014,Homo sapiens,14-China_Henan-49,China: Henan,L,OM452419,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451730,1744,41640,Homo sapiens,China: Henan,S
OM453109,6368,1/1/2014,Homo sapiens,14-China_Henan-494,China: Henan,L,OM452421,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451731,1744,41640,Homo sapiens,China: Henan,S
OM453110,6368,1/1/2014,Homo sapiens,14-China_Henan-499,China: Henan,L,OM452422,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451732,1744,41640,Homo sapiens,China: Henan,S
OM453111,6368,1/1/2014,Homo sapiens,14-China_Henan-5,China: Henan,L,OM452423,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451733,1744,41640,Homo sapiens,China: Henan,S
MN509914,6368,1/1/2014,Homo sapiens,14-China_Henan-501,China,L,OM452424,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451734,1744,41640,Homo sapiens,China: Henan,S
OM453112,6368,1/1/2014,Homo sapiens,14-China_Henan-523,China: Henan,L,OM452426,3378,1/1/2014,Homo sapiens,China: Henan,M,MN510236,1744,41640,Homo sapiens,China,S
OM453113,6368,1/1/2014,Homo sapiens,14-China_Henan-529,China: Henan,L,OM452427,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451736,1744,41640,Homo sapiens,China: Henan,S
OM453114,6368,1/1/2014,Homo sapiens,14-China_Henan-54,China: Henan,L,OM452428,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451737,1744,41640,Homo sapiens,China: Henan,S
OM453115,6368,1/1/2014,Homo sapiens,14-China_Henan-540,China: Henan,L,OM452429,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451738,1744,41640,Homo sapiens,China: Henan,S
OM453116,6368,1/1/2014,Homo sapiens,14-China_Henan-542,China: Henan,L,OM452430,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451739,1744,41640,Homo sapiens,China: Henan,S
OM453117,6368,1/1/2014,Homo sapiens,14-China_Henan-546,China: Henan,L,OM452431,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451740,1744,41640,Homo sapiens,China: Henan,S
OM453118,6368,1/1/2014,Homo sapiens,14-China_Henan-55,China: Henan,L,OM452433,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451742,1744,41640,Homo sapiens,China: Henan,S
OM453119,6368,1/1/2014,Homo sapiens,14-China_Henan-555,China: Henan,L,OM452434,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451743,1744,41640,Homo sapiens,China: Henan,S
OM453120,6368,1/1/2014,Homo sapiens,14-China_Henan-559,China: Henan,L,OM452435,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451744,1744,41640,Homo sapiens,China: Henan,S
OM453121,6368,1/1/2014,Homo sapiens,14-China_Henan-561,China: Henan,L,OM452436,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451745,1744,41640,Homo sapiens,China: Henan,S
OM453122,6368,1/1/2014,Homo sapiens,14-China_Henan-562,China: Henan,L,OM452437,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451746,1744,41640,Homo sapiens,China: Henan,S
MN509917,6368,1/1/2014,Homo sapiens,14-China_Henan-563,China,L,OM452438,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451747,1744,41640,Homo sapiens,China: Henan,S
OM453123,6368,1/1/2014,Homo sapiens,14-China_Henan-564,China: Henan,L,OM452439,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451748,1744,41640,Homo sapiens,China: Henan,S
MN509918,6368,1/1/2014,Homo sapiens,14-China_Henan-567,China,L,OM452440,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451749,1744,41640,Homo sapiens,China: Henan,S
OM453124,6368,1/1/2014,Homo sapiens,14-China_Henan-568,China: Henan,L,OM452441,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451750,1744,41640,Homo sapiens,China: Henan,S
OM453125,6368,1/1/2014,Homo sapiens,14-China_Henan-570,China: Henan,L,MN510077,3378,1/1/2014,Homo sapiens,China,M,OM451751,1744,41640,Homo sapiens,China: Henan,S
MN509919,6368,1/1/2014,Homo sapiens,14-China_Henan-571,China,L,OM452442,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451752,1744,41640,Homo sapiens,China: Henan,S
OM453126,6368,1/1/2014,Homo sapiens,14-China_Henan-573,China: Henan,L,OM452443,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451753,1744,41640,Homo sapiens,China: Henan,S
OM453127,6368,1/1/2014,Homo sapiens,14-China_Henan-574,China: Henan,L,OM452444,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451754,1744,41640,Homo sapiens,China: Henan,S
OM453128,6368,1/1/2014,Homo sapiens,14-China_Henan-578,China: Henan,L,MN510078,3378,1/1/2014,Homo sapiens,China,M,OM451755,1744,41640,Homo sapiens,China: Henan,S
OM453129,6368,1/1/2014,Homo sapiens,14-China_Henan-579,China: Henan,L,OM452445,3378,1/1/2014,Homo sapiens,China: Henan,M,MN510237,1744,41640,Homo sapiens,China,S
OM453130,6368,1/1/2014,Homo sapiens,14-China_Henan-58,China: Henan,L,OM452446,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451756,1744,41640,Homo sapiens,China: Henan,S
OM453131,6368,1/1/2014,Homo sapiens,14-China_Henan-581,China: Henan,L,OM452447,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451757,1744,41640,Homo sapiens,China: Henan,S
OM453132,6368,1/1/2014,Homo sapiens,14-China_Henan-582,China: Henan,L,OM452448,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451758,1744,41640,Homo sapiens,China: Henan,S
OM453133,6368,1/1/2014,Homo sapiens,14-China_Henan-586,China: Henan,L,OM452449,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451759,1744,41640,Homo sapiens,China: Henan,S
OM453134,6368,1/1/2014,Homo sapiens,14-China_Henan-592,China: Henan,L,OM452450,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451760,1744,41640,Homo sapiens,China: Henan,S
OM453135,6368,1/1/2014,Homo sapiens,14-China_Henan-593,China: Henan,L,OM452451,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451761,1744,41640,Homo sapiens,China: Henan,S
MN509920,6368,1/1/2014,Homo sapiens,14-China_Henan-600,China,L,OM452452,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451762,1744,41640,Homo sapiens,China: Henan,S
OM453136,6368,1/1/2014,Homo sapiens,14-China_Henan-601,China: Henan,L,OM452453,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451763,1744,41640,Homo sapiens,China: Henan,S
OM453137,6368,1/1/2014,Homo sapiens,14-China_Henan-604,China: Henan,L,OM452454,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451764,1744,41640,Homo sapiens,China: Henan,S
MN509921,6368,1/1/2014,Homo sapiens,14-China_Henan-605,China,L,OM452455,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451765,1744,41640,Homo sapiens,China: Henan,S
OM453138,6368,1/1/2014,Homo sapiens,14-China_Henan-606,China: Henan,L,OM452456,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451766,1744,41640,Homo sapiens,China: Henan,S
OM453139,6368,1/1/2014,Homo sapiens,14-China_Henan-607,China: Henan,L,OM452457,3378,1/1/2014,Homo sapiens,China: Henan,M,MN510238,1744,41640,Homo sapiens,China,S
OM453140,6368,1/1/2014,Homo sapiens,14-China_Henan-61,China: Henan,L,OM452458,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451767,1744,41640,Homo sapiens,China: Henan,S
OM453141,6368,1/1/2014,Homo sapiens,14-China_Henan-610,China: Henan,L,OM452459,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451768,1744,41640,Homo sapiens,China: Henan,S
MN509922,6368,1/1/2014,Homo sapiens,14-China_Henan-613,China,L,OM452460,3378,1/1/2014,Homo sapiens,China: Henan,M,MN510239,1744,41640,Homo sapiens,China,S
MN509923,6368,1/1/2014,Homo sapiens,14-China_Henan-617,China,L,OM452461,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451769,1744,41640,Homo sapiens,China: Henan,S
OM453142,6368,1/1/2014,Homo sapiens,14-China_Henan-62,China: Henan,L,OM452462,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451770,1744,41640,Homo sapiens,China: Henan,S
OM453143,6368,1/1/2014,Homo sapiens,14-China_Henan-63,China: Henan,L,OM452463,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451771,1744,41640,Homo sapiens,China: Henan,S
OM453144,6368,1/1/2014,Homo sapiens,14-China_Henan-66,China: Henan,L,OM452464,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451772,1744,41640,Homo sapiens,China: Henan,S
OM453145,6368,1/1/2014,Homo sapiens,14-China_Henan-68,China: Henan,L,OM452465,3378,1/1/2014,Homo sapiens,China: Henan,M,OM451773,1744,41640,Homo sapiens,China: Henan,S
